['2021', '05', '16', '16', '37', '52']#T18.4L56.0
['2021', '06', '11', '16', '31', '31']#T26.8L47.0
['2021', '06', '11', '16', '41', '31']#T26.8L47.0
['2021', '06', '11', '16', '51', '31']#T26.7L45.0
['2021', '06', '11', '17', '01', '31']#T26.7L45.0
['2021', '06', '11', '17', '11', '31']#T26.4L45.0
['2021', '06', '11', '17', '21', '31']#T26.4L45.0
['2021', '06', '11', '17', '31', '31']#T25.8L47.0
['2021', '06', '11', '17', '41', '31']#T25.8L47.0
['2021', '06', '11', '17', '51', '31']#T23.8L57.0
['2021', '06', '11', '18', '11', '32']#T23.2L60.0
['2021', '06', '11', '18', '21', '32']#T23.2L60.0
['2021', '06', '11', '18', '31', '32']#T23.3L62.0
['2021', '06', '11', '18', '41', '32']#T23.3L62.0
['2021', '06', '11', '18', '51', '32']#T24.0L60.0
['2021', '06', '11', '19', '01', '32']#T24.0L60.0
['2021', '06', '11', '19', '11', '32']#T24.3L59.0
['2021', '06', '11', '19', '21', '32']#T24.3L59.0
['2021', '06', '11', '19', '31', '32']#T24.3L58.0
['2021', '06', '11', '19', '41', '32']#T24.3L58.0
['2021', '06', '11', '19', '51', '32']#T24.3L58.0
['2021', '06', '11', '20', '01', '32']#T24.3L58.0
['2021', '06', '11', '20', '11', '32']#T24.0L60.0
['2021', '06', '11', '20', '21', '32']#T24.0L60.0
['2021', '06', '11', '20', '31', '32']#T23.5L59.0
['2021', '06', '11', '20', '41', '32']#T23.5L59.0
['2021', '06', '11', '20', '51', '32']#T22.9L61.0
['2021', '06', '11', '21', '01', '32']#T22.9L61.0
['2021', '06', '11', '21', '11', '32']#T22.2L64.0
['2021', '06', '11', '21', '21', '32']#T22.2L64.0
['2021', '06', '11', '21', '31', '32']#T21.3L65.0
['2021', '06', '11', '21', '41', '32']#T21.3L65.0
['2021', '06', '11', '21', '51', '32']#T20.5L66.0
['2021', '06', '11', '22', '01', '32']#T20.5L66.0
['2021', '06', '11', '22', '11', '32']#T19.9L67.0
['2021', '06', '11', '22', '21', '32']#T19.9L67.0
['2021', '06', '11', '22', '31', '32']#T19.6L68.0
['2021', '06', '11', '22', '41', '32']#T19.6L68.0
['2021', '06', '11', '22', '51', '32']#T19.1L70.0
['2021', '06', '11', '23', '01', '32']#T19.1L70.0
['2021', '06', '11', '23', '11', '32']#T18.8L70.0
['2021', '06', '11', '23', '21', '32']#T18.8L70.0
['2021', '06', '11', '23', '31', '32']#T18.7L71.0
['2021', '06', '11', '23', '41', '32']#T18.7L71.0
['2021', '06', '11', '23', '51', '32']#T18.3L72.0
['2021', '06', '12', '00', '01', '32']#T18.3L72.0
['2021', '06', '12', '00', '11', '32']#T18.3L73.0
['2021', '06', '12', '00', '21', '32']#T18.3L73.0
['2021', '06', '12', '00', '31', '32']#T18.1L74.0
['2021', '06', '12', '00', '41', '32']#T18.1L74.0
['2021', '06', '12', '00', '51', '33']#T17.7L74.0
['2021', '06', '12', '01', '01', '33']#T17.7L74.0
['2021', '06', '12', '01', '11', '33']#T17.6L75.0
['2021', '06', '12', '01', '21', '33']#T17.6L75.0
['2021', '06', '12', '01', '31', '33']#T17.5L76.0
['2021', '06', '12', '01', '41', '33']#T17.5L76.0
['2021', '06', '12', '01', '51', '33']#T17.4L76.0
['2021', '06', '12', '02', '01', '33']#T17.4L76.0
['2021', '06', '12', '02', '11', '33']#T18.1L76.0
['2021', '06', '12', '02', '21', '33']#T18.1L76.0
['2021', '06', '12', '02', '31', '33']#T19.1L74.0
['2021', '06', '12', '02', '41', '33']#T19.1L74.0
['2021', '06', '12', '02', '51', '33']#T19.3L72.0
['2021', '06', '12', '03', '01', '33']#T19.3L72.0
['2021', '06', '12', '03', '11', '33']#T19.5L72.0
['2021', '06', '12', '03', '21', '33']#T19.5L72.0
['2021', '06', '12', '03', '31', '33']#T19.6L71.0
['2021', '06', '12', '03', '41', '33']#T19.6L71.0
['2021', '06', '12', '03', '51', '33']#T19.5L71.0
['2021', '06', '12', '04', '01', '33']#T19.5L71.0
['2021', '06', '12', '04', '11', '33']#T19.4L71.0
['2021', '06', '12', '04', '21', '33']#T19.4L71.0
['2021', '06', '12', '04', '31', '33']#T19.3L71.0
['2021', '06', '12', '04', '41', '33']#T19.3L71.0
['2021', '06', '12', '04', '51', '33']#T19.2L72.0
['2021', '06', '12', '05', '01', '33']#T19.2L72.0
['2021', '06', '12', '05', '11', '34']#T19.1L72.0
['2021', '06', '12', '05', '21', '34']#T19.1L72.0
['2021', '06', '12', '05', '31', '34']#T19.3L72.0
['2021', '06', '12', '05', '41', '34']#T19.3L72.0
['2021', '06', '12', '05', '51', '34']#T19.2L72.0
['2021', '06', '12', '06', '01', '34']#T19.2L72.0
['2021', '06', '12', '06', '11', '34']#T19.2L72.0
['2021', '06', '12', '06', '21', '34']#T19.2L72.0
['2021', '06', '12', '06', '31', '34']#T19.3L72.0
['2021', '06', '12', '06', '41', '34']#T19.3L72.0
['2021', '06', '12', '06', '51', '34']#T19.3L72.0
['2021', '06', '12', '07', '01', '34']#T19.3L72.0
['2021', '06', '12', '07', '11', '34']#T19.1L73.0
['2021', '06', '12', '07', '31', '34']#T19.4L73.0
['2021', '06', '12', '07', '41', '34']#T19.4L73.0
['2021', '06', '12', '07', '51', '34']#T19.7L73.0
['2021', '06', '12', '08', '01', '34']#T19.7L73.0
['2021', '06', '12', '08', '11', '34']#T19.9L74.0
['2021', '06', '12', '08', '21', '34']#T19.9L74.0
['2021', '06', '12', '08', '31', '34']#T20.4L74.0
['2021', '06', '12', '08', '41', '34']#T20.4L74.0
['2021', '06', '12', '08', '51', '34']#T21.2L73.0
['2021', '06', '12', '09', '01', '34']#T21.2L73.0
['2021', '06', '12', '09', '11', '34']#T21.8L72.0
['2021', '06', '12', '09', '21', '34']#T21.8L72.0
['2021', '06', '12', '09', '31', '34']#T22.2L72.0
['2021', '06', '12', '09', '41', '34']#T22.2L72.0
['2021', '06', '12', '09', '51', '35']#T22.6L70.0
['2021', '06', '12', '10', '01', '35']#T22.6L70.0
['2021', '06', '12', '10', '11', '36']#T23.0L68.0
['2021', '06', '12', '10', '21', '36']#T23.0L68.0
['2021', '06', '12', '10', '31', '35']#T23.3L67.0
['2021', '06', '12', '10', '41', '35']#T23.3L67.0
['2021', '06', '12', '10', '51', '35']#T23.3L67.0
['2021', '06', '12', '11', '01', '35']#T23.3L67.0
['2021', '06', '12', '11', '11', '35']#T23.1L67.0
['2021', '06', '12', '11', '21', '35']#T23.1L67.0
['2021', '06', '12', '11', '31', '35']#T23.3L67.0
['2021', '06', '12', '11', '41', '35']#T23.3L67.0
['2021', '06', '12', '11', '51', '35']#T23.2L68.0
['2021', '06', '12', '12', '01', '35']#T23.2L68.0
['2021', '06', '12', '12', '11', '35']#T23.4L67.0
['2021', '06', '12', '12', '21', '35']#T23.4L67.0
['2021', '06', '12', '12', '31', '35']#T24.0L65.0
['2021', '06', '12', '12', '41', '35']#T24.0L65.0
['2021', '06', '12', '12', '51', '35']#T24.4L62.0
['2021', '06', '12', '13', '01', '35']#T24.4L62.0
['2021', '06', '12', '13', '11', '35']#T24.1L62.0
['2021', '06', '12', '13', '21', '35']#T24.1L62.0
['2021', '06', '12', '13', '31', '35']#T24.0L63.0
['2021', '06', '12', '13', '41', '35']#T24.0L63.0
['2021', '06', '12', '13', '51', '35']#T23.8L64.0
['2021', '06', '12', '14', '01', '35']#T23.8L64.0
['2021', '06', '12', '14', '11', '36']#T23.1L65.0
['2021', '06', '12', '14', '21', '36']#T23.1L65.0
['2021', '06', '12', '14', '31', '36']#T22.7L67.0
['2021', '06', '12', '14', '41', '36']#T22.7L67.0
['2021', '06', '12', '14', '51', '36']#T21.7L71.0
['2021', '06', '12', '15', '01', '36']#T21.7L71.0
['2021', '06', '12', '15', '11', '36']#T22.0L71.0
['2021', '06', '12', '15', '21', '36']#T22.0L71.0
['2021', '06', '12', '15', '31', '36']#T22.3L70.0
['2021', '06', '12', '15', '41', '36']#T22.3L70.0
['2021', '06', '12', '15', '51', '36']#T22.2L71.0
['2021', '06', '12', '16', '01', '36']#T22.2L71.0
['2021', '06', '12', '16', '11', '36']#T21.9L71.0
['2021', '06', '12', '16', '21', '36']#T21.9L71.0
['2021', '06', '12', '16', '31', '36']#T21.3L70.0
['2021', '06', '12', '16', '41', '36']#T21.3L70.0
['2021', '06', '12', '16', '51', '36']#T21.1L69.0
['2021', '06', '12', '17', '01', '36']#T21.1L69.0
['2021', '06', '12', '17', '11', '36']#T20.6L68.0
['2021', '06', '12', '17', '21', '36']#T20.6L68.0
['2021', '06', '12', '17', '31', '36']#T20.8L67.0
['2021', '06', '12', '17', '41', '36']#T20.8L67.0
['2021', '06', '12', '17', '51', '36']#T20.5L68.0
['2021', '06', '12', '18', '01', '36']#T20.5L68.0
['2021', '06', '12', '18', '11', '36']#T20.0L67.0
['2021', '06', '12', '18', '21', '36']#T20.0L67.0
['2021', '06', '12', '18', '31', '37']#T19.6L69.0
['2021', '06', '12', '18', '41', '37']#T19.6L69.0
['2021', '06', '12', '18', '51', '37']#T19.5L70.0
['2021', '06', '12', '19', '01', '37']#T19.5L70.0
['2021', '06', '12', '19', '11', '37']#T19.3L71.0
['2021', '06', '12', '19', '21', '37']#T19.3L71.0
['2021', '06', '12', '19', '31', '37']#T19.3L72.0
['2021', '06', '12', '19', '41', '37']#T19.3L72.0
['2021', '06', '12', '19', '51', '37']#T19.5L72.0
['2021', '06', '12', '20', '01', '37']#T19.5L72.0
['2021', '06', '12', '20', '11', '37']#T18.7L77.0
['2021', '06', '12', '20', '21', '37']#T18.7L77.0
['2021', '06', '12', '20', '31', '37']#T18.4L79.0
['2021', '06', '12', '20', '41', '37']#T18.4L79.0
['2021', '06', '12', '20', '51', '37']#T18.1L81.0
['2021', '06', '12', '21', '01', '37']#T18.1L81.0
['2021', '06', '12', '21', '11', '37']#T17.7L81.0
['2021', '06', '12', '21', '21', '37']#T17.7L81.0
['2021', '06', '12', '21', '31', '37']#T17.0L82.0
['2021', '06', '12', '21', '41', '37']#T17.0L82.0
['2021', '06', '12', '21', '51', '37']#T16.6L82.0
['2021', '06', '12', '22', '01', '37']#T16.6L82.0
['2021', '06', '12', '22', '11', '37']#T16.0L83.0
['2021', '06', '12', '22', '21', '37']#T16.0L83.0
['2021', '06', '12', '22', '31', '37']#T15.5L83.0
['2021', '06', '12', '22', '41', '37']#T15.5L83.0
['2021', '06', '12', '22', '51', '38']#T15.0L83.0
['2021', '06', '12', '23', '01', '38']#T15.0L83.0
['2021', '06', '12', '23', '11', '38']#T14.7L84.00001
['2021', '06', '12', '23', '21', '38']#T14.7L84.00001
['2021', '06', '13', '15', '25', '53']#T15.4L68.0
['2021', '06', '13', '15', '35', '53']#T15.4L68.0
['2021', '06', '13', '15', '45', '53']#T15.3L68.0
['2021', '06', '13', '15', '55', '53']#T15.3L68.0
['2021', '06', '13', '16', '05', '53']#T15.8L67.0
['2021', '06', '13', '16', '15', '53']#T15.8L67.0
['2021', '06', '13', '16', '25', '53']#T16.0L68.0
['2021', '06', '13', '16', '35', '53']#T16.0L68.0
['2021', '06', '13', '16', '45', '53']#T15.7L67.0
['2021', '06', '13', '16', '55', '53']#T15.7L67.0
['2021', '06', '13', '17', '05', '53']#T16.0L68.0
['2021', '06', '13', '17', '15', '53']#T16.0L68.0
['2021', '06', '13', '17', '25', '53']#T16.3L68.0
['2021', '06', '13', '17', '35', '53']#T16.3L68.0
['2021', '06', '13', '17', '45', '53']#T16.5L67.0
['2021', '06', '13', '17', '55', '53']#T16.5L67.0
['2021', '06', '13', '18', '05', '53']#T16.7L67.0
['2021', '06', '13', '18', '15', '53']#T16.7L67.0
['2021', '06', '13', '18', '25', '53']#T16.7L67.0
['2021', '06', '13', '18', '35', '53']#T16.7L67.0
['2021', '06', '13', '18', '45', '53']#T17.1L66.0
['2021', '06', '13', '18', '55', '53']#T17.1L66.0
['2021', '06', '13', '19', '05', '54']#T17.1L67.0
['2021', '06', '13', '19', '15', '53']#T17.1L67.0
['2021', '06', '13', '19', '25', '54']#T16.8L67.0
['2021', '06', '13', '19', '35', '54']#T16.8L67.0
['2021', '06', '13', '19', '45', '54']#T16.6L68.0
['2021', '06', '13', '19', '55', '54']#T16.6L68.0
['2021', '06', '13', '20', '05', '54']#T16.5L68.0
['2021', '06', '13', '20', '15', '54']#T16.5L68.0
['2021', '06', '13', '20', '25', '54']#T16.2L69.0
['2021', '06', '13', '20', '35', '54']#T16.2L69.0
['2021', '06', '13', '20', '45', '54']#T15.9L71.0
['2021', '06', '13', '20', '55', '54']#T15.9L71.0
['2021', '06', '13', '21', '05', '54']#T15.2L74.0
['2021', '06', '13', '21', '15', '54']#T15.2L74.0
['2021', '06', '13', '21', '25', '54']#T14.7L75.0
['2021', '06', '13', '21', '35', '54']#T14.7L75.0
['2021', '06', '13', '21', '45', '54']#T14.2L77.0
['2021', '06', '13', '21', '55', '54']#T14.2L77.0
['2021', '06', '13', '22', '05', '54']#T14.1L78.0
['2021', '06', '13', '22', '15', '54']#T14.1L78.0
['2021', '06', '13', '22', '25', '54']#T14.2L78.0
['2021', '06', '13', '22', '35', '54']#T14.2L78.0
['2021', '06', '13', '22', '45', '54']#T14.3L78.0
['2021', '06', '13', '22', '55', '54']#T14.3L78.0
['2021', '06', '13', '23', '05', '54']#T14.2L77.0
['2021', '06', '13', '23', '15', '54']#T14.2L77.0
['2021', '06', '13', '23', '25', '54']#T14.0L78.0
['2021', '06', '13', '23', '35', '54']#T14.0L78.0
['2021', '06', '13', '23', '45', '54']#T13.8L79.0
['2021', '06', '13', '23', '55', '54']#T13.8L79.0
['2021', '06', '14', '00', '05', '55']#T13.4L80.0
['2021', '06', '14', '00', '15', '55']#T13.4L80.0
['2021', '06', '14', '00', '25', '55']#T13.2L81.0
['2021', '06', '14', '00', '35', '55']#T13.2L81.0
['2021', '06', '14', '00', '45', '55']#T13.0L81.0
['2021', '06', '14', '00', '55', '55']#T13.0L81.0
['2021', '06', '14', '01', '05', '55']#T12.7L82.0
['2021', '06', '14', '01', '15', '55']#T12.7L82.0
['2021', '06', '14', '01', '25', '55']#T12.4L82.0
['2021', '06', '14', '01', '35', '55']#T12.4L82.0
['2021', '06', '14', '01', '45', '55']#T12.1L83.0
['2021', '06', '14', '01', '55', '55']#T12.1L83.0
['2021', '06', '14', '02', '05', '55']#T11.7L82.0
['2021', '06', '14', '02', '15', '55']#T11.7L82.0
['2021', '06', '14', '02', '25', '55']#T11.4L83.0
['2021', '06', '14', '02', '35', '55']#T11.4L83.0
['2021', '06', '14', '02', '45', '55']#T11.3L84.00001
['2021', '06', '14', '02', '55', '55']#T11.3L84.00001
['2021', '06', '14', '03', '05', '55']#T11.3L84.00001
['2021', '06', '14', '03', '15', '55']#T11.3L84.00001
['2021', '06', '14', '03', '25', '55']#T10.9L84.00001
['2021', '06', '14', '03', '35', '55']#T10.9L84.00001
['2021', '06', '14', '03', '45', '55']#T10.8L84.00001
['2021', '06', '14', '03', '55', '55']#T10.8L84.00001
['2021', '06', '14', '04', '05', '55']#T10.6L84.00001
['2021', '06', '14', '04', '15', '55']#T10.6L84.00001
['2021', '06', '14', '04', '25', '56']#T10.5L84.00001
['2021', '06', '14', '04', '35', '56']#T10.5L84.00001
['2021', '06', '14', '04', '45', '56']#T10.2L85.0
['2021', '06', '14', '04', '55', '56']#T10.2L85.0
['2021', '06', '14', '05', '05', '56']#T10.3L85.0
['2021', '06', '14', '05', '15', '56']#T10.3L85.0
['2021', '06', '14', '05', '25', '56']#T10.2L86.0
['2021', '06', '14', '05', '35', '56']#T10.2L86.0
['2021', '06', '14', '05', '55', '56']#T10.3L86.0
['2021', '06', '14', '06', '05', '56']#T10.3L86.0
['2021', '06', '14', '06', '15', '56']#T10.3L86.0
['2021', '06', '14', '06', '25', '56']#T10.6L86.0
['2021', '06', '14', '06', '35', '56']#T10.6L86.0
['2021', '06', '14', '06', '45', '56']#T11.1L87.0
['2021', '06', '14', '06', '55', '56']#T11.1L87.0
['2021', '06', '14', '07', '05', '56']#T11.8L86.0
['2021', '06', '14', '07', '15', '56']#T11.8L86.0
['2021', '06', '14', '07', '25', '56']#T12.5L86.0
['2021', '06', '14', '07', '35', '56']#T12.5L86.0
['2021', '06', '14', '07', '45', '56']#T13.2L84.00001
['2021', '06', '14', '07', '55', '56']#T13.2L84.00001
['2021', '06', '14', '08', '05', '56']#T13.9L82.0
['2021', '06', '14', '08', '15', '56']#T13.9L82.0
['2021', '06', '14', '08', '25', '56']#T14.4L82.0
['2021', '06', '14', '08', '35', '56']#T14.4L82.0
['2021', '06', '14', '08', '45', '56']#T14.9L80.0
['2021', '06', '14', '08', '55', '56']#T14.9L80.0
['2021', '06', '14', '09', '05', '57']#T15.5L78.0
['2021', '06', '14', '09', '15', '57']#T15.5L78.0
['2021', '06', '14', '09', '25', '57']#T16.0L77.0
['2021', '06', '14', '09', '35', '57']#T16.0L77.0
['2021', '06', '14', '09', '45', '57']#T16.4L75.0
['2021', '06', '14', '09', '55', '57']#T16.4L75.0
['2021', '06', '14', '10', '05', '57']#T16.8L73.0
['2021', '06', '14', '10', '15', '57']#T16.8L73.0
['2021', '06', '14', '10', '25', '57']#T17.6L70.0
['2021', '06', '14', '10', '35', '57']#T17.6L70.0
['2021', '06', '14', '10', '45', '57']#T18.0L69.0
['2021', '06', '14', '10', '55', '57']#T18.0L69.0
['2021', '06', '14', '11', '05', '57']#T18.8L68.0
['2021', '06', '14', '11', '15', '57']#T18.8L68.0
['2021', '06', '14', '11', '25', '57']#T18.6L68.0
['2021', '06', '14', '11', '35', '57']#T18.6L68.0
['2021', '06', '14', '11', '45', '57']#T19.3L66.0
['2021', '06', '14', '11', '55', '57']#T19.3L66.0
['2021', '06', '14', '12', '05', '57']#T19.7L63.0
['2021', '06', '14', '12', '15', '57']#T19.7L63.0
['2021', '06', '14', '12', '25', '57']#T20.1L60.0
['2021', '06', '14', '12', '35', '57']#T20.1L60.0
['2021', '06', '14', '12', '45', '57']#T20.2L60.0
['2021', '06', '14', '12', '55', '57']#T20.2L60.0
['2021', '06', '14', '13', '05', '57']#T20.9L58.0
['2021', '06', '14', '13', '15', '57']#T20.9L58.0
['2021', '06', '14', '13', '25', '57']#T21.3L58.0
['2021', '06', '14', '13', '35', '57']#T21.3L58.0
['2021', '06', '14', '13', '45', '58']#T21.8L56.0
['2021', '06', '14', '13', '55', '58']#T21.8L56.0
['2021', '06', '14', '14', '05', '58']#T22.3L57.0
['2021', '06', '14', '14', '15', '58']#T22.3L57.0
['2021', '06', '14', '14', '25', '58']#T22.8L54.0
['2021', '06', '14', '14', '35', '58']#T22.8L54.0
['2021', '06', '14', '14', '45', '58']#T22.8L52.0
['2021', '06', '14', '14', '55', '58']#T22.8L52.0
['2021', '06', '14', '15', '05', '58']#T23.3L51.0
['2021', '06', '14', '15', '15', '58']#T23.3L51.0
['2021', '06', '14', '15', '25', '58']#T23.4L48.0
['2021', '06', '14', '15', '35', '58']#T23.4L48.0
['2021', '06', '14', '15', '45', '58']#T24.3L48.0
['2021', '06', '14', '15', '55', '58']#T24.3L48.0
['2021', '06', '14', '16', '05', '58']#T24.1L45.0
['2021', '06', '14', '16', '15', '58']#T24.1L45.0
['2021', '06', '14', '16', '25', '58']#T24.5L47.0
['2021', '06', '14', '16', '35', '58']#T24.5L47.0
['2021', '06', '14', '16', '45', '58']#T23.9L44.0
['2021', '06', '14', '16', '55', '58']#T23.9L44.0
['2021', '06', '14', '17', '05', '58']#T23.9L44.0
['2021', '06', '14', '17', '15', '58']#T23.9L44.0
['2021', '06', '14', '17', '25', '58']#T23.8L45.0
['2021', '06', '14', '17', '35', '58']#T23.8L45.0
['2021', '06', '14', '17', '55', '58']#T23.7L46.0
['2021', '06', '14', '18', '05', '59']#T23.8L46.0
['2021', '06', '14', '18', '15', '59']#T23.8L46.0
['2021', '06', '14', '18', '25', '59']#T23.7L47.0
['2021', '06', '14', '18', '35', '59']#T23.7L47.0
['2021', '06', '14', '18', '45', '59']#T23.6L47.0
['2021', '06', '14', '18', '55', '59']#T23.6L47.0
['2021', '06', '14', '19', '05', '59']#T23.6L47.0
['2021', '06', '14', '19', '15', '59']#T23.6L47.0
['2021', '06', '14', '19', '25', '59']#T23.3L48.0
['2021', '06', '14', '19', '35', '59']#T23.3L48.0
['2021', '06', '14', '19', '45', '59']#T23.2L50.0
['2021', '06', '14', '19', '55', '59']#T23.2L50.0
['2021', '06', '14', '20', '05', '59']#T22.4L55.0
['2021', '06', '14', '20', '15', '59']#T22.4L55.0
['2021', '06', '14', '20', '25', '59']#T21.7L56.0
['2021', '06', '14', '20', '35', '59']#T21.7L56.0
['2021', '06', '14', '20', '45', '59']#T20.8L57.0
['2021', '06', '14', '20', '55', '59']#T20.8L57.0
['2021', '06', '14', '21', '05', '59']#T19.7L60.0
['2021', '06', '14', '21', '15', '59']#T19.7L60.0
['2021', '06', '14', '21', '25', '59']#T19.2L62.0
['2021', '06', '14', '21', '35', '59']#T19.2L62.0
['2021', '06', '14', '21', '45', '59']#T18.3L65.0
['2021', '06', '14', '21', '55', '59']#T18.3L65.0
['2021', '06', '14', '22', '05', '59']#T17.7L66.0
['2021', '06', '14', '22', '15', '59']#T17.7L66.0
['2021', '06', '14', '22', '26', '00']#T17.1L68.0
['2021', '06', '14', '22', '36', '00']#T17.1L68.0
['2021', '06', '14', '22', '46', '00']#T16.5L69.0
['2021', '06', '14', '22', '56', '00']#T16.5L69.0
['2021', '06', '14', '23', '06', '00']#T16.3L70.0
['2021', '06', '14', '23', '16', '00']#T16.3L70.0
['2021', '06', '14', '23', '26', '00']#T16.3L71.0
['2021', '06', '14', '23', '36', '00']#T16.3L71.0
['2021', '06', '14', '23', '46', '00']#T16.0L72.0
['2021', '06', '14', '23', '56', '00']#T16.0L72.0
['2021', '06', '15', '00', '06', '00']#T15.7L71.0
['2021', '06', '15', '00', '16', '00']#T15.7L71.0
['2021', '06', '15', '00', '26', '00']#T15.7L72.0
['2021', '06', '15', '00', '36', '00']#T15.7L72.0
['2021', '06', '15', '00', '46', '00']#T15.8L72.0
['2021', '06', '15', '00', '56', '00']#T15.8L72.0
['2021', '06', '15', '01', '06', '00']#T16.2L72.0
['2021', '06', '15', '01', '16', '00']#T16.2L72.0
['2021', '06', '15', '01', '26', '00']#T16.5L71.0
['2021', '06', '15', '01', '36', '00']#T16.5L71.0
['2021', '06', '15', '01', '46', '00']#T16.5L71.0
['2021', '06', '15', '01', '56', '00']#T16.5L71.0
['2021', '06', '15', '02', '06', '00']#T16.8L70.0
['2021', '06', '15', '02', '16', '00']#T16.8L70.0
['2021', '06', '15', '02', '26', '00']#T17.0L69.0
['2021', '06', '15', '02', '36', '00']#T17.0L69.0
['2021', '06', '15', '02', '46', '00']#T17.4L68.0
['2021', '06', '15', '02', '56', '00']#T17.4L68.0
['2021', '06', '15', '03', '06', '01']#T17.5L67.0
['2021', '06', '15', '03', '16', '01']#T17.5L67.0
['2021', '06', '15', '03', '26', '01']#T17.7L66.0
['2021', '06', '15', '03', '36', '01']#T17.7L66.0
['2021', '06', '15', '03', '46', '01']#T18.0L66.0
['2021', '06', '15', '03', '56', '01']#T18.0L66.0
['2021', '06', '15', '04', '06', '01']#T17.8L65.0
['2021', '06', '15', '04', '16', '01']#T17.8L65.0
['2021', '06', '15', '04', '26', '01']#T17.4L66.0
['2021', '06', '15', '04', '36', '01']#T17.4L66.0
['2021', '06', '15', '04', '46', '01']#T17.0L67.0
['2021', '06', '15', '04', '56', '01']#T17.0L67.0
['2021', '06', '15', '05', '06', '01']#T17.0L67.0
['2021', '06', '15', '05', '16', '01']#T17.0L67.0
['2021', '06', '15', '05', '26', '01']#T17.3L67.0
['2021', '06', '15', '05', '36', '01']#T17.3L67.0
['2021', '06', '15', '05', '46', '01']#T17.4L66.0
['2021', '06', '15', '05', '56', '01']#T17.4L66.0
['2021', '06', '15', '06', '06', '01']#T17.5L66.0
['2021', '06', '15', '06', '16', '01']#T17.5L66.0
['2021', '06', '15', '06', '26', '01']#T17.7L66.0
['2021', '06', '15', '06', '36', '01']#T17.7L66.0
